region_orig,region_orig_id,region_dest,region_dest_id,country_orig,origin_OECD,country_orig_id,country_dest,country_dest_id,destination_OECD,regionflow_1990,regionflow_1995,regionflow_2000,regionflow_2005,countryflow_1990,countryflow_1995,countryflow_2000,countryflow_2005,metadata
Africa,2,West Asia,5,Egypt,0,EGY,Israel,ISR,1,1105000,737083,485018,673004,24362,19246,6785,6726,
Africa,2,West Asia,5,Egypt,0,EGY,Jordan,JOR,0,1105000,737083,485018,673004,212928,94385,2191,37638,
Africa,2,West Asia,5,Egypt,0,EGY,Kuwait,KWT,0,1105000,737083,485018,673004,2,69053,1854,0,
Africa,2,West Asia,5,Egypt,0,EGY,Lebanon,LBN,0,1105000,737083,485018,673004,98704,81324,11345,51,
Africa,2,West Asia,5,Egypt,0,EGY,Oman,OMN,0,1105000,737083,485018,673004,10848,0,0,0,
Africa,2,West Asia,5,Egypt,0,EGY,Palestine,PSE,0,1105000,737083,485018,673004,14810,13472,2300,2948,
Africa,2,West Asia,5,Egypt,0,EGY,Qatar,QAT,0,1105000,737083,485018,673004,13401,20751,11212,45934,
Africa,2,West Asia,5,Egypt,0,EGY,Saudi Arabia,SAU,0,1105000,737083,485018,673004,310851,112082,177920,0,
Africa,2,West Asia,5,Egypt,0,EGY,Syria,SYR,0,1105000,737083,485018,673004,2,9,0,299,
Africa,2,West Asia,5,Egypt,0,EGY,Turkey,TUR,0,1105000,737083,485018,673004,908,1584,358,324,
Africa,2,West Asia,5,Egypt,0,EGY,Yemen,YEM,0,1105000,737083,485018,673004,21936,1963,799,0,
Africa,2,West Asia,5,Eritrea,0,ERI,United Arab Emirates,ARE,0,1105000,737083,485018,673004,1705,1,0,1,
Africa,2,West Asia,5,Eritrea,0,ERI,Bahrain,BHR,0,1105000,737083,485018,673004,163,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Cyprus,CYP,0,1105000,737083,485018,673004,1,0,0,2,
Africa,2,West Asia,5,Eritrea,0,ERI,Iraq,IRQ,0,1105000,737083,485018,673004,225,11,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Israel,ISR,1,1105000,737083,485018,673004,21,24,0,6,
Africa,2,West Asia,5,Eritrea,0,ERI,Jordan,JOR,0,1105000,737083,485018,673004,43,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Kuwait,KWT,0,1105000,737083,485018,673004,0,1,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Qatar,QAT,0,1105000,737083,485018,673004,208,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Saudi Arabia,SAU,0,1105000,737083,485018,673004,6069,2,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Turkey,TUR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Eritrea,0,ERI,Yemen,YEM,0,1105000,737083,485018,673004,8317,0,0,22,
Africa,2,West Asia,5,Western Sahara,0,ESH,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Cyprus,CYP,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Israel,ISR,1,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Turkey,TUR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Western Sahara,0,ESH,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ethiopia,0,ETH,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,2948,1397,3956,
Africa,2,West Asia,5,Ethiopia,0,ETH,Bahrain,BHR,0,1105000,737083,485018,673004,0,233,52,549,
Africa,2,West Asia,5,Ethiopia,0,ETH,Cyprus,CYP,0,1105000,737083,485018,673004,0,9,32,26,
Africa,2,West Asia,5,Ethiopia,0,ETH,Iraq,IRQ,0,1105000,737083,485018,673004,0,498,0,0,
Africa,2,West Asia,5,Ethiopia,0,ETH,Israel,ISR,1,1105000,737083,485018,673004,0,0,33023,34603,
Africa,2,West Asia,5,Ethiopia,0,ETH,Jordan,JOR,0,1105000,737083,485018,673004,0,38,0,1,
Africa,2,West Asia,5,Ethiopia,0,ETH,Kuwait,KWT,0,1105000,737083,485018,673004,0,1151,253,60,
Africa,2,West Asia,5,Ethiopia,0,ETH,Lebanon,LBN,0,1105000,737083,485018,673004,0,40,0,0,
Africa,2,West Asia,5,Ethiopia,0,ETH,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ethiopia,0,ETH,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ethiopia,0,ETH,Qatar,QAT,0,1105000,737083,485018,673004,0,385,284,1077,
Africa,2,West Asia,5,Ethiopia,0,ETH,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,5492,335,
Africa,2,West Asia,5,Ethiopia,0,ETH,Syria,SYR,0,1105000,737083,485018,673004,1,47,338,105,
Africa,2,West Asia,5,Ethiopia,0,ETH,Turkey,TUR,0,1105000,737083,485018,673004,0,9,32,26,
Africa,2,West Asia,5,Ethiopia,0,ETH,Yemen,YEM,0,1105000,737083,485018,673004,271,241,14448,8511,
Africa,2,West Asia,5,Gabon,0,GAB,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,3,15,
Africa,2,West Asia,5,Gabon,0,GAB,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,2,
Africa,2,West Asia,5,Gabon,0,GAB,Cyprus,CYP,0,1105000,737083,485018,673004,0,0,1,1,
Africa,2,West Asia,5,Gabon,0,GAB,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gabon,0,GAB,Israel,ISR,1,1105000,737083,485018,673004,0,0,25,64,
Africa,2,West Asia,5,Gabon,0,GAB,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,1,
Africa,2,West Asia,5,Gabon,0,GAB,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,1,
Africa,2,West Asia,5,Gabon,0,GAB,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gabon,0,GAB,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gabon,0,GAB,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gabon,0,GAB,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,4,
Africa,2,West Asia,5,Gabon,0,GAB,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gabon,0,GAB,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gabon,0,GAB,Turkey,TUR,0,1105000,737083,485018,673004,0,1,8,16,
Africa,2,West Asia,5,Gabon,0,GAB,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Cyprus,CYP,0,1105000,737083,485018,673004,0,7,17,27,
Africa,2,West Asia,5,Ghana,0,GHA,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Israel,ISR,1,1105000,737083,485018,673004,0,0,0,6,
Africa,2,West Asia,5,Ghana,0,GHA,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,1,
Africa,2,West Asia,5,Ghana,0,GHA,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Ghana,0,GHA,Turkey,TUR,0,1105000,737083,485018,673004,0,0,36,64,
Africa,2,West Asia,5,Ghana,0,GHA,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea,0,GIN,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,6,23,
Africa,2,West Asia,5,Guinea,0,GIN,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,3,
Africa,2,West Asia,5,Guinea,0,GIN,Cyprus,CYP,0,1105000,737083,485018,673004,0,1,5,5,
Africa,2,West Asia,5,Guinea,0,GIN,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea,0,GIN,Israel,ISR,1,1105000,737083,485018,673004,0,7,67,87,
Africa,2,West Asia,5,Guinea,0,GIN,Jordan,JOR,0,1105000,737083,485018,673004,0,1,0,1,
Africa,2,West Asia,5,Guinea,0,GIN,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,1,1,
Africa,2,West Asia,5,Guinea,0,GIN,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea,0,GIN,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea,0,GIN,Palestine,PSE,0,1105000,737083,485018,673004,0,0,1,1,
Africa,2,West Asia,5,Guinea,0,GIN,Qatar,QAT,0,1105000,737083,485018,673004,0,0,1,6,
Africa,2,West Asia,5,Guinea,0,GIN,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,3,0,
Africa,2,West Asia,5,Guinea,0,GIN,Syria,SYR,0,1105000,737083,485018,673004,0,0,1,0,
Africa,2,West Asia,5,Guinea,0,GIN,Turkey,TUR,0,1105000,737083,485018,673004,0,3,77,84,
Africa,2,West Asia,5,Guinea,0,GIN,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Cyprus,CYP,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Iraq,IRQ,0,1105000,737083,485018,673004,0,1,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Israel,ISR,1,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Gambia,0,GMB,Turkey,TUR,0,1105000,737083,485018,673004,0,8,6,7,
Africa,2,West Asia,5,Gambia,0,GMB,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Cyprus,CYP,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Israel,ISR,1,1105000,737083,485018,673004,0,0,3,1,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Turkey,TUR,0,1105000,737083,485018,673004,0,0,1,0,
Africa,2,West Asia,5,Guinea-Bissau,0,GNB,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Cyprus,CYP,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Israel,ISR,1,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Turkey,TUR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Equatorial Guinea,0,GNQ,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Kenya,0,KEN,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,0,270,
Africa,2,West Asia,5,Kenya,0,KEN,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,31,
Africa,2,West Asia,5,Kenya,0,KEN,Cyprus,CYP,0,1105000,737083,485018,673004,15,23,16,32,
Africa,2,West Asia,5,Kenya,0,KEN,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,2,
Africa,2,West Asia,5,Kenya,0,KEN,Israel,ISR,1,1105000,737083,485018,673004,26,0,0,0,
Africa,2,West Asia,5,Kenya,0,KEN,Jordan,JOR,0,1105000,737083,485018,673004,2,0,0,1,
Africa,2,West Asia,5,Kenya,0,KEN,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,22,
Africa,2,West Asia,5,Kenya,0,KEN,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Kenya,0,KEN,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Kenya,0,KEN,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Kenya,0,KEN,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,63,
Africa,2,West Asia,5,Kenya,0,KEN,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,106,
Africa,2,West Asia,5,Kenya,0,KEN,Syria,SYR,0,1105000,737083,485018,673004,0,0,1,1,
Africa,2,West Asia,5,Kenya,0,KEN,Turkey,TUR,0,1105000,737083,485018,673004,48,52,29,82,
Africa,2,West Asia,5,Kenya,0,KEN,Yemen,YEM,0,1105000,737083,485018,673004,6,0,0,13,
Africa,2,West Asia,5,Liberia,0,LBR,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,0,6,34,
Africa,2,West Asia,5,Liberia,0,LBR,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,5,
Africa,2,West Asia,5,Liberia,0,LBR,Cyprus,CYP,0,1105000,737083,485018,673004,0,0,23,9,
Africa,2,West Asia,5,Liberia,0,LBR,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Liberia,0,LBR,Israel,ISR,1,1105000,737083,485018,673004,0,0,139,88,
Africa,2,West Asia,5,Liberia,0,LBR,Jordan,JOR,0,1105000,737083,485018,673004,1,0,0,0,
Africa,2,West Asia,5,Liberia,0,LBR,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Liberia,0,LBR,Lebanon,LBN,0,1105000,737083,485018,673004,45,0,0,0,
Africa,2,West Asia,5,Liberia,0,LBR,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Liberia,0,LBR,Palestine,PSE,0,1105000,737083,485018,673004,0,0,1,2,
Africa,2,West Asia,5,Liberia,0,LBR,Qatar,QAT,0,1105000,737083,485018,673004,0,0,2,9,
Africa,2,West Asia,5,Liberia,0,LBR,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,20,0,
Africa,2,West Asia,5,Liberia,0,LBR,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Liberia,0,LBR,Turkey,TUR,0,1105000,737083,485018,673004,0,0,143,72,
Africa,2,West Asia,5,Liberia,0,LBR,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Libya,0,LBY,United Arab Emirates,ARE,0,1105000,737083,485018,673004,16,1566,3,355,
Africa,2,West Asia,5,Libya,0,LBY,Bahrain,BHR,0,1105000,737083,485018,673004,1,141,0,250,
Africa,2,West Asia,5,Libya,0,LBY,Cyprus,CYP,0,1105000,737083,485018,673004,103,333,125,83,
Africa,2,West Asia,5,Libya,0,LBY,Iraq,IRQ,0,1105000,737083,485018,673004,115,314,1,1,
Africa,2,West Asia,5,Libya,0,LBY,Israel,ISR,1,1105000,737083,485018,673004,5397,6377,4916,4178,
Africa,2,West Asia,5,Libya,0,LBY,Jordan,JOR,0,1105000,737083,485018,673004,9169,257,1319,4803,
Africa,2,West Asia,5,Libya,0,LBY,Kuwait,KWT,0,1105000,737083,485018,673004,1,828,0,1,
Africa,2,West Asia,5,Libya,0,LBY,Lebanon,LBN,0,1105000,737083,485018,673004,2761,276,523,1275,
Africa,2,West Asia,5,Libya,0,LBY,Oman,OMN,0,1105000,737083,485018,673004,4,0,0,0,
Africa,2,West Asia,5,Libya,0,LBY,Palestine,PSE,0,1105000,737083,485018,673004,49,1,0,0,
Africa,2,West Asia,5,Libya,0,LBY,Qatar,QAT,0,1105000,737083,485018,673004,1,222,1,462,
Africa,2,West Asia,5,Libya,0,LBY,Saudi Arabia,SAU,0,1105000,737083,485018,673004,2,0,1,0,
Africa,2,West Asia,5,Libya,0,LBY,Syria,SYR,0,1105000,737083,485018,673004,2,5,4588,6432,
Africa,2,West Asia,5,Libya,0,LBY,Turkey,TUR,0,1105000,737083,485018,673004,599,2031,1589,1371,
Africa,2,West Asia,5,Libya,0,LBY,Yemen,YEM,0,1105000,737083,485018,673004,8340,58,3,0,
Africa,2,West Asia,5,Lesotho,0,LSO,United Arab Emirates,ARE,0,1105000,737083,485018,673004,0,3,0,8,
Africa,2,West Asia,5,Lesotho,0,LSO,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,1,
Africa,2,West Asia,5,Lesotho,0,LSO,Cyprus,CYP,0,1105000,737083,485018,673004,0,7,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Israel,ISR,1,1105000,737083,485018,673004,0,2,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Jordan,JOR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Kuwait,KWT,0,1105000,737083,485018,673004,0,1,0,1,
Africa,2,West Asia,5,Lesotho,0,LSO,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,2,
Africa,2,West Asia,5,Lesotho,0,LSO,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,3,
Africa,2,West Asia,5,Lesotho,0,LSO,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Turkey,TUR,0,1105000,737083,485018,673004,0,2,0,0,
Africa,2,West Asia,5,Lesotho,0,LSO,Yemen,YEM,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Morocco,0,MAR,United Arab Emirates,ARE,0,1105000,737083,485018,673004,421,237,1,2148,
Africa,2,West Asia,5,Morocco,0,MAR,Bahrain,BHR,0,1105000,737083,485018,673004,21,7,0,330,
Africa,2,West Asia,5,Morocco,0,MAR,Cyprus,CYP,0,1105000,737083,485018,673004,11,14,18,19,
Africa,2,West Asia,5,Morocco,0,MAR,Iraq,IRQ,0,1105000,737083,485018,673004,229,280,0,0,
Africa,2,West Asia,5,Morocco,0,MAR,Israel,ISR,1,1105000,737083,485018,673004,57291,34859,19673,45918,
Africa,2,West Asia,5,Morocco,0,MAR,Jordan,JOR,0,1105000,737083,485018,673004,274,0,4,22,
Africa,2,West Asia,5,Morocco,0,MAR,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Morocco,0,MAR,Lebanon,LBN,0,1105000,737083,485018,673004,310,58,2,6,
Africa,2,West Asia,5,Morocco,0,MAR,Oman,OMN,0,1105000,737083,485018,673004,1,0,0,0,
Africa,2,West Asia,5,Morocco,0,MAR,Palestine,PSE,0,1105000,737083,485018,673004,15,0,0,0,
Africa,2,West Asia,5,Morocco,0,MAR,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,639,
Africa,2,West Asia,5,Morocco,0,MAR,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Morocco,0,MAR,Syria,SYR,0,1105000,737083,485018,673004,0,0,21,36,
Africa,2,West Asia,5,Morocco,0,MAR,Turkey,TUR,0,1105000,737083,485018,673004,101,73,124,179,
Africa,2,West Asia,5,Morocco,0,MAR,Yemen,YEM,0,1105000,737083,485018,673004,1211,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,United Arab Emirates,ARE,0,1105000,737083,485018,673004,1,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Bahrain,BHR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Cyprus,CYP,0,1105000,737083,485018,673004,1,2,1,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Iraq,IRQ,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Israel,ISR,1,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Jordan,JOR,0,1105000,737083,485018,673004,0,1,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Kuwait,KWT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Lebanon,LBN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Oman,OMN,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Palestine,PSE,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Qatar,QAT,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Saudi Arabia,SAU,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Syria,SYR,0,1105000,737083,485018,673004,0,0,0,0,
Africa,2,West Asia,5,Madagascar,0,MDG,Turkey,TUR,0,1105000,737083,485018,673004,0,0,0,0,
